# BLASTP 2.14.0+
# Query: 4CRP_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
4JVO_A	WP_239416342.1	30.247	324	226	0	9	332	6	329	6.54e-54	190
# BLASTP 2.14.0+
# Query: 3EG2_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
3EG2_A	XP_009058910.1	31.579	57	38	1	6	62	132	187	0.70	38.9
# BLASTP 2.14.0+
# Query: 4MO3_M
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
4MO3_M	XP_053230696.1	31.373	153	105	0	2	154	1969	2121	2.81e-21	101
4MO3_M	XP_053230696.1	25.926	162	98	4	2	154	1816	1964	5.55e-08	63.2
# BLASTP 2.14.0+
# Query: 6ITC_Y
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
6ITC_Y	WP_053605192.1	17.822	404	323	1	4	398	5	408	1.33e-25	119
# BLASTP 2.14.0+
# Query: 1DAN_T
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1DAN_T	MBR4057172.1	30.667	75	43	2	3	68	129	203	5.8	37.0
# BLASTP 2.14.0+
# Query: 6R3C_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
6R3C_A	WP_015135665.1	28.244	131	64	4	26	134	3729	3851	1.0	42.0
# BLASTP 2.14.0+
# Query: 1KKL_H
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1KKL_H	KFZ26839.1	32.927	82	55	0	3	84	4	85	1.47e-09	60.5
# BLASTP 2.14.0+
# Query: 3GJZ_B
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
3GJZ_B	WP_156857383.1	29.032	310	202	5	9	307	7	309	1.31e-38	150
# BLASTP 2.14.0+
# Query: 2E89_B
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
2E89_B	NOR54468.1	22.097	267	192	6	7	260	2	265	3.35e-05	58.2
# BLASTP 2.14.0+
# Query: 5O2M_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
5O2M_A	MBR0264335.1	35.616	73	37	3	2	67	67	136	0.83	39.7
# BLASTP 2.14.0+
# Query: 4MI1_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
4MI1_A	WP_239416342.1	32.110	327	215	4	4	323	5	331	1.53e-50	181
# BLASTP 2.14.0+
# Query: 4INJ_B
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
4INJ_B	WP_040375633.1	26.688	311	228	0	5	315	3	313	2.07e-44	165
# BLASTP 2.14.0+
# Query: 1WY5_B
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1WY5_B	HHJ64621.1	24.262	305	219	6	4	302	4	302	4.79e-18	94.7
# BLASTP 2.14.0+
# Query: 2C4F_T
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
2C4F_T	WP_085210689.1	42.105	57	27	3	17	70	260	313	2.3	38.1
# BLASTP 2.14.0+
# Query: 1KKM_J
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1KKM_J	AIO19548.1	38.750	80	48	1	5	83	5	84	4.47e-11	64.3
# BLASTP 2.14.0+
# Query: 6PNW_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
6PNW_A	A7X4S0.1	37.705	61	38	0	1	61	22	82	9.53e-05	47.0
# BLASTP 2.14.0+
# Query: 5USD_D
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
5USD_D	HDI06414.1	30.154	325	220	5	4	323	3	325	3.91e-48	175
# BLASTP 2.14.0+
# Query: 2C4F_U
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
2C4F_U	NWT19022.1	29.730	111	73	2	10	115	95	205	4.46e-07	58.2
# BLASTP 2.14.0+
# Query: 3T5M_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
3T5M_A	WP_016428665.1	30.864	324	224	0	8	331	6	329	2.41e-58	202
# BLASTP 2.14.0+
# Query: 1P1A_A
# Database: blastdb/nr
# 0 hits found
# BLASTP 2.14.0+
# Query: 5K99_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
5K99_A	WP_016428665.1	33.739	329	211	5	3	324	1	329	4.68e-58	201
# BLASTP 2.14.0+
# Query: 2DSQ_G
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
2DSQ_G	XP_046903160.1	44.000	50	26	1	22	69	208	257	0.075	42.0
# BLASTP 2.14.0+
# Query: 5CH4_Y
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
5CH4_Y	5CH4_Y	19.512	369	297	0	35	403	35	403	5.50e-21	106
# BLASTP 2.14.0+
# Query: 1SSU_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1SSU_A	WP_150304348.1	38.095	42	24	1	12	51	537	578	7.9	35.4
# BLASTP 2.14.0+
# Query: 6P6B_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
6P6B_A	PIV86900.1	27.381	84	59	1	9	90	221	304	0.30	41.2
# BLASTP 2.14.0+
# Query: 2CSI_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
2CSI_A	CBY43611.1	26.866	67	48	1	9	74	1	67	5.7	35.4
# BLASTP 2.14.0+
# Query: 1ABQ_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1ABQ_A	WP_091394869.1	39.216	51	30	1	5	55	29	78	2.7	37.0
# BLASTP 2.14.0+
# Query: 1KKM_I
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1KKM_I	WGK68995.1	33.750	80	52	1	1	79	1	80	9.11e-09	58.5
# BLASTP 2.14.0+
# Query: 1SZ2_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1SZ2_A	WP_261897502.1	25.392	319	225	5	4	313	7	321	5.31e-32	132
# BLASTP 2.14.0+
# Query: 2O88_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
2O88_A	1BBZ_A	27.273	55	40	0	3	57	3	57	7.20e-04	44.3
# BLASTP 2.14.0+
# Query: 4J9E_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
4J9E_A	5NP3_A	30.909	55	38	0	2	56	7	61	0.001	43.9
# BLASTP 2.14.0+
# Query: 1BBZ_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1BBZ_A	1BBZ_A	27.273	55	40	0	3	57	3	57	0.004	42.0
# BLASTP 2.14.0+
# Query: 4H1H_B
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
4H1H_B	KKP28839.1	24.390	328	220	9	1	308	1	320	8.33e-23	107
# BLASTP 2.14.0+
# Query: 6FGN_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
6FGN_A	WP_072822155.1	40.541	37	20	1	45	81	163	197	0.51	41.6
# BLASTP 2.14.0+
# Query: 4JJD_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
4JJD_A	WP_282244536.1	43.590	39	22	0	15	53	322	360	0.39	39.3
# BLASTP 2.14.0+
# Query: 5FD8_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
5FD8_A	WP_271226507.1	27.019	322	228	6	4	320	3	322	4.74e-41	156
# BLASTP 2.14.0+
# Query: 1DAN_U
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1DAN_U	XP_030724578.1	25.000	116	82	2	1	112	121	235	0.012	45.8
# BLASTP 2.14.0+
# Query: 3HXJ_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
3HXJ_A	MCK4329351.1	25.890	309	217	4	1	297	132	440	3.01e-35	144
3HXJ_A	MCK4329351.1	27.437	277	189	5	38	302	130	406	2.74e-34	141
3HXJ_A	MCK4329351.1	25.993	277	194	4	4	269	176	452	9.51e-31	131
3HXJ_A	MCK4329351.1	23.780	164	84	4	4	159	336	466	0.008	50.8
# BLASTP 2.14.0+
# Query: 3HXJ_B
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
3HXJ_B	MCK4329351.1	27.099	262	178	3	37	285	139	400	3.94e-31	132
3HXJ_B	MCK4329351.1	27.007	274	184	4	28	285	167	440	2.20e-28	125
3HXJ_B	MCK4329351.1	28.272	191	135	1	97	285	130	320	2.25e-24	114
3HXJ_B	MCK4329351.1	28.632	234	154	5	37	257	219	452	3.25e-24	113
# BLASTP 2.14.0+
# Query: 4JJB_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
4JJB_A	CDH58528.1	37.736	53	31	1	1	51	510	562	0.079	41.2
# BLASTP 2.14.0+
# Query: 1WWA_X
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1WWA_X	XP_046430790.1	32.222	90	47	2	19	103	2859	2939	0.002	47.8
# BLASTP 2.14.0+
# Query: 3GBQ_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
3GBQ_A	NLE22475.1	37.931	58	34	2	1	56	135	192	0.21	40.0
# BLASTP 2.14.0+
# Query: 3TYX_B
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
3TYX_B	WP_016428665.1	28.882	322	229	0	5	326	6	327	2.53e-45	168
# BLASTP 2.14.0+
# Query: 3EGU_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
3EGU_A	XP_048470903.1	54.545	33	14	1	7	38	167	199	0.50	38.9
# BLASTP 2.14.0+
# Query: 2E21_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
2E21_A	WP_008287488.1	22.549	306	227	3	6	306	6	306	4.50e-13	80.9
# BLASTP 2.14.0+
# Query: 4E5S_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
4E5S_A	PCI27387.1	27.812	320	224	6	3	317	3	320	2.98e-37	146
# BLASTP 2.14.0+
# Query: 5NP2_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
5NP2_A	KAI8999303.1	34.694	49	32	0	2	50	281	329	0.18	40.0
# BLASTP 2.14.0+
# Query: 2C52_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
2C52_A	MCA3275481.1	40.909	44	26	0	7	50	11	54	2.3	36.6
# BLASTP 2.14.0+
# Query: 1P4I_L
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1P4I_L	QJI08032.1	38.095	105	62	1	6	110	6	107	1.72e-13	72.0
# BLASTP 2.14.0+
# Query: 1KBH_B
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1KBH_B	MBT4803910.1	43.750	32	17	1	8	39	141	171	5.5	36.2
# BLASTP 2.14.0+
# Query: 4J9I_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
4J9I_A	KFP69411.1	40.741	54	27	2	4	54	372	423	0.60	38.5
# BLASTP 2.14.0+
# Query: 2ZJS_Y
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
2ZJS_Y	WP_038061204.1	20.197	406	311	3	12	407	12	414	2.09e-30	133
# BLASTP 2.14.0+
# Query: 2CI2_I
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
2CI2_I	KAA0049292.1	27.692	65	47	0	1	65	5	69	0.24	38.1
# BLASTP 2.14.0+
# Query: 3N29_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
3N29_A	MCD7741811.1	25.444	338	227	3	2	325	4	330	3.26e-34	141
# BLASTP 2.14.0+
# Query: 4J9C_A
# Database: blastdb/nr
